玩法,档位,价格元/计时按小时,情景,模型,期望毛W/元,估算净W/元,毛中位,毛P10,毛P90,200局结单率,平均局数,备注
超级黑洞,监狱13点,9888.0,search,blackhole,4.892806,4.212473,4.509058,2.169359,8.083187,0.990833,79.286333,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什5点,668.0,pressure,blackhole,10.947442,8.54207,9.652336,5.162133,18.481037,1.0,20.706167,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什5点,668.0,base,blackhole,9.317353,7.743558,8.368129,4.326339,15.638371,1.0,12.958333,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什5点,668.0,search,blackhole,8.373217,7.212915,7.635594,4.111937,13.773206,1.0,9.1145,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什7点,1188.0,pressure,blackhole,12.122668,9.457276,10.775584,5.26488,20.970758,1.0,40.8075,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什7点,1188.0,base,blackhole,10.819577,8.990362,9.781602,5.057653,18.100414,1.0,26.8135,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什7点,1188.0,search,blackhole,10.017892,8.623906,9.191669,4.797819,16.254618,1.0,19.515333,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什8点,2688.0,pressure,blackhole,8.91141,6.955226,8.094321,3.871773,15.134438,0.995167,67.713833,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什8点,2688.0,base,blackhole,8.236997,6.843815,7.583856,3.880037,13.321616,1.0,46.232333,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什8点,2688.0,search,blackhole,7.701576,6.630508,7.12659,3.808542,12.276548,1.0,33.9225,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什10点,6388.0,pressure,blackhole,7.099043,5.541977,7.085687,3.132603,10.990429,0.811333,128.0525,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什10点,6388.0,base,blackhole,7.777477,6.462626,7.262072,3.348456,13.258313,0.9325,103.721,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
超级黑洞,巴克什10点,6388.0,search,blackhole,7.490703,6.449092,6.889506,3.327216,12.391988,0.991167,78.429333,q为收益覆盖率假设，非平均出生率；另计算q变化情景。
婚礼进行时,普通版,520.0,pressure,unmodeled,,,,,,,,并行/串行和部分头甲阶段逻辑未核，不能用任意通关局数替代。
婚礼进行时,普通版,520.0,base,unmodeled,,,,,,,,并行/串行和部分头甲阶段逻辑未核，不能用任意通关局数替代。
婚礼进行时,普通版,520.0,search,unmodeled,,,,,,,,并行/串行和部分头甲阶段逻辑未核，不能用任意通关局数替代。
婚礼进行时,高档,1314.0,pressure,unmodeled,,,,,,,,并行/串行和部分头甲阶段逻辑未核，不能用任意通关局数替代。
婚礼进行时,高档,1314.0,base,unmodeled,,,,,,,,并行/串行和部分头甲阶段逻辑未核，不能用任意通关局数替代。
婚礼进行时,高档,1314.0,search,unmodeled,,,,,,,,并行/串行和部分头甲阶段逻辑未核，不能用任意通关局数替代。
单双对弈,选单,388.0,pressure,parity,9.210837,7.184797,7.654973,3.984827,16.433563,1.0,10.128167,基线只延迟结单；另测未命中整局免费解释。
单双对弈,选单,388.0,base,parity,7.463444,6.208106,6.176465,3.280134,13.132974,1.0,5.9945,基线只延迟结单；另测未命中整局免费解释。
单双对弈,选单,388.0,search,parity,6.834336,5.88624,5.685334,3.581863,11.686794,1.0,4.331167,基线只延迟结单；另测未命中整局免费解释。
单双对弈,选双,388.0,pressure,parity,9.210837,7.184797,7.654973,3.984827,16.433563,1.0,10.128167,基线只延迟结单；另测未命中整局免费解释。
单双对弈,选双,388.0,base,parity,7.463444,6.208106,6.176465,3.280134,13.132974,1.0,5.9945,基线只延迟结单；另测未命中整局免费解释。
单双对弈,选双,388.0,search,parity,6.834336,5.88624,5.685334,3.581863,11.686794,1.0,4.331167,基线只延迟结单；另测未命中整局免费解释。
收手吧，阿祖,基础版,388.0,pressure,ancestor,12.207625,9.531631,12.598158,5.913237,17.285387,1.0,13.356833,默认首次成功立即收；另模拟等连续2次成功。
收手吧，阿祖,基础版,388.0,base,ancestor,12.420056,10.325679,12.610724,8.239938,15.75437,1.0,10.0215,默认首次成功立即收；另模拟等连续2次成功。
收手吧，阿祖,基础版,388.0,search,ancestor,12.310601,10.605723,12.324432,9.481396,15.020384,1.0,7.777167,默认首次成功立即收；另模拟等连续2次成功。
收手吧，阿祖,纯享版,788.0,pressure,ancestor,13.704682,10.689813,13.766075,10.587744,16.521936,1.0,30.620833,默认首次成功立即收；另模拟等连续2次成功。
收手吧，阿祖,纯享版,788.0,base,ancestor,13.108255,10.894248,13.190833,11.094318,14.853611,1.0,21.502333,默认首次成功立即收；另模拟等连续2次成功。
收手吧，阿祖,纯享版,788.0,search,ancestor,12.713057,10.946523,12.735257,11.292165,14.14486,1.0,16.385333,默认首次成功立即收；另模拟等连续2次成功。
bingo,3连,488.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,3连,488.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,3连,488.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,4连,888.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,4连,888.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,4连,888.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,5连,1488.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,5连,1488.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,5连,1488.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,6连,2888.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,6连,2888.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,6连,2888.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,7连,4888.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,7连,4888.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,7连,4888.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,8连,7888.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,8连,7888.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,8连,7888.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,9连,9888.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,9连,9888.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,9连,9888.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,10连,11888.0,pressure,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,10连,11888.0,base,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
bingo,10连,11888.0,search,unmodeled,,,,,,,,已核3–10连；棋盘类别映射与赖子放置策略未建模，旧6.2作废。
小小巨人,Part 1 小巨人,399.0,pressure,giant,18.871674,14.733021,13.871231,6.372152,38.037969,1.0,21.254667,
小小巨人,Part 1 小巨人,399.0,base,giant,9.011584,7.490967,7.611697,4.869429,14.88356,1.0,7.479333,
小小巨人,Part 1 小巨人,399.0,search,giant,8.59603,7.406978,7.269639,4.900709,13.793093,1.0,5.575667,
小小巨人,Part 2 小小巨人,1999.0,pressure,giant,18.745651,14.630039,16.964074,4.989832,33.24355,0.7,105.972667,
小小巨人,Part 2 小小巨人,1999.0,base,giant,12.22372,10.158654,9.447674,4.532671,24.16741,0.983167,50.923667,
小小巨人,Part 2 小小巨人,1999.0,search,giant,10.520854,9.058788,8.675988,4.441226,18.750866,0.999,34.415833,
小小巨人,Part 3 小小小巨人,2999.0,pressure,giant,22.299407,17.405755,23.150439,18.502062,26.737168,0.071667,189.024667,
小小巨人,Part 3 小小小巨人,2999.0,base,giant,25.647817,21.313297,29.714162,9.243096,33.184916,0.332,160.508333,
小小巨人,Part 3 小小小巨人,2999.0,search,giant,17.193907,14.801472,13.72179,5.905719,36.296848,0.894667,84.637333,
限时活动,活动1,138.0,pressure,fixed,13.78516,10.751955,12.969872,7.643455,19.971547,1.0,5.395167,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动1,138.0,base,fixed,11.651027,9.683957,11.573201,8.051163,15.770038,1.0,3.347167,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动1,138.0,search,fixed,10.044345,8.647921,9.879881,7.298493,13.462743,1.0,2.275,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动2,228.0,pressure,fixed,10.899163,8.511744,10.412638,6.992923,15.198263,1.0,7.002333,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动2,228.0,base,fixed,9.392294,7.810178,8.943766,7.214331,12.287749,1.0,4.4425,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动2,228.0,search,fixed,8.658817,7.458262,8.400671,6.565591,11.04849,1.0,3.222333,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动3,368.0,pressure,fixed,9.336683,7.297883,9.06942,6.822291,12.088843,1.0,9.633167,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动3,368.0,base,fixed,8.186803,6.806867,8.010048,6.61873,10.039667,1.0,6.259167,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
限时活动,活动3,368.0,search,fixed,7.69099,6.627035,7.560795,6.497586,9.110638,1.0,4.602833,海报9.18–10.20，仍在售未确认；皮肤/消费券不计哈夫币。
陪玩单,娱乐男,50.0,pressure,hourly,21.250259,16.58791,18.230244,0.3,49.769014,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,娱乐男,50.0,base,hourly,28.834984,23.968375,25.624344,1.9,55.602539,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,娱乐男,50.0,search,hourly,36.726366,31.633039,36.24218,14.343487,59.566815,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,娱乐女,60.0,pressure,hourly,17.708549,13.823258,15.19187,0.25,41.474178,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,娱乐女,60.0,base,hourly,24.029153,19.973646,21.35362,1.583333,46.335449,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,娱乐女,60.0,search,hourly,30.605305,26.360866,30.201816,11.952906,49.639013,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,甜蜜单附加,10.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
陪玩单,甜蜜单附加,10.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
陪玩单,甜蜜单附加,10.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
陪玩单,常规陪跑,19.8,pressure,hourly,53.66227,41.88866,46.03597,0.757576,125.679327,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,常规陪跑,19.8,base,hourly,72.815616,60.526201,64.70794,4.79798,140.410451,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,常规陪跑,19.8,search,hourly,92.743348,79.881412,91.520656,36.220927,150.421251,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密陪跑,39.8,pressure,hourly,26.696305,20.839082,22.902317,0.376884,62.523887,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密陪跑,39.8,base,hourly,36.224854,30.111024,32.191387,2.386935,69.852435,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密陪跑,39.8,search,hourly,46.13865,39.739999,45.530377,18.019456,74.832683,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密陪跑,60.0,pressure,hourly,17.708549,13.823258,15.19187,0.25,41.474178,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密陪跑,60.0,base,hourly,24.029153,19.973646,21.35362,1.583333,46.335449,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密陪跑,60.0,search,hourly,30.605305,26.360866,30.201816,11.952906,49.639013,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻技术,60.0,pressure,hourly,17.708549,13.823258,15.19187,0.25,41.474178,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻技术,60.0,base,hourly,24.029153,19.973646,21.35362,1.583333,46.335449,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻技术,60.0,search,hourly,30.605305,26.360866,30.201816,11.952906,49.639013,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻巅峰,80.0,pressure,hourly,13.281412,10.367443,11.393902,0.1875,31.105634,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻巅峰,80.0,base,hourly,18.021865,14.980235,16.015215,1.1875,34.751587,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻巅峰,80.0,search,hourly,22.953979,19.770649,22.651362,8.96468,37.22926,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻魔王,100.0,pressure,hourly,10.625129,8.293955,9.115122,0.15,24.884507,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻魔王,100.0,base,hourly,14.417492,11.984188,12.812172,0.95,27.801269,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,机密猛攻魔王,100.0,search,hourly,18.363183,15.81652,18.12109,7.171744,29.783408,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻技术,90.0,pressure,hourly,11.805699,9.215505,10.127913,0.166667,27.649452,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻技术,90.0,base,hourly,16.019435,13.315764,14.235747,1.055556,30.890299,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻技术,90.0,search,hourly,20.403536,17.573911,20.134544,7.968604,33.092675,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻巅峰,110.0,pressure,hourly,9.659209,7.539959,8.286475,0.136364,22.622279,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻巅峰,110.0,base,hourly,13.106811,10.894716,11.647429,0.863636,25.273881,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻巅峰,110.0,search,hourly,16.693803,14.378654,16.473718,6.519767,27.075825,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻魔王,130.0,pressure,hourly,8.173176,6.379965,7.011632,0.115385,19.141928,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻魔王,130.0,base,hourly,11.090378,9.218606,9.855517,0.730769,21.385592,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,绝密猛攻魔王,130.0,search,hourly,14.125525,12.166553,13.9393,5.516726,22.910314,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
陪玩单,猛攻一陪二附加,20.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
陪玩单,猛攻一陪二附加,20.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
陪玩单,猛攻一陪二附加,20.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
陪玩单,绝密双陪物资技术,200.0,pressure,hourly,5.312565,4.146977,4.557561,0.075,12.442253,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资技术,200.0,base,hourly,7.208746,5.992094,6.406086,0.475,13.900635,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资技术,200.0,search,hourly,9.181591,7.90826,9.060545,3.585872,14.891704,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资巅峰,240.0,pressure,hourly,4.427137,3.455814,3.797967,0.0625,10.368545,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资巅峰,240.0,base,hourly,6.007288,4.993412,5.338405,0.395833,11.583862,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资巅峰,240.0,search,hourly,7.651326,6.590216,7.550454,2.988227,12.409753,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资魔王,300.0,pressure,hourly,3.54171,2.764652,3.038374,0.05,8.294836,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资魔王,300.0,base,hourly,4.805831,3.994729,4.270724,0.316667,9.26709,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
陪玩单,绝密双陪物资魔王,300.0,search,hourly,6.121061,5.272173,6.040363,2.390581,9.927803,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。未完整计补物资/补时退款，仅给计时收益参考。
33陪跑,单人陪跑,88.0,pressure,hourly,12.074011,9.424949,10.358093,0.170455,28.277849,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
33陪跑,单人陪跑,88.0,base,hourly,16.383514,13.618395,14.559287,1.079545,31.592351,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
33陪跑,单人陪跑,88.0,search,hourly,20.867253,17.973318,20.592148,8.149709,33.844781,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
33陪跑,双人陪跑,158.0,pressure,hourly,6.724765,5.249338,5.769065,0.094937,15.749688,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
33陪跑,双人陪跑,158.0,base,hourly,9.124995,7.584929,8.10897,0.601266,17.59574,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
33陪跑,双人陪跑,158.0,search,hourly,11.622268,10.010455,11.469044,4.539078,18.850258,1.0,3.0,统一1小时分母、每小时3局、含整备平均20分钟/局仅是假设。
VIP预存,V1,1000.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V1,1000.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V1,1000.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V2,3000.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V2,3000.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V2,3000.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V3,5000.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V3,5000.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V3,5000.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V4,10000.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V4,10000.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
VIP预存,V4,10000.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存1314,1314.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存1314,1314.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存1314,1314.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存5200,5200.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存5200,5200.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存5200,5200.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存9999,9999.0,pressure,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存9999,9999.0,base,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
七夕限定预存,预存9999,9999.0,search,unmodeled,,,,,,,,储值/附加权益不是独立产币订单，不能用相同分母排名。
